,基金代码,基金简称,基金条码,涨幅,期间分红,分红次数,起始日期,单位净值,累计净值,终止日期,单位净值,累计净值,成立日期,无用1,无用1.5,无用2,手续费,无用3,无用4
294,160807,长盛沪深300指数(LOF),CSHS300ZSLOF,8.0113,,0,2016/4/1,1.061,1.111,2017/3/31,1.146,1.196,2010/8/4,1,0.12%,1,0.12%,1,1.20%
295,202025,南方上证380ETF联接A,NFSZ380ETFLJA,7.9974,,0,2016/4/1,1.4092,1.4092,2017/3/31,1.5219,1.5219,2011/9/20,1,0.12%,1,0.12%,1,1.20%
296,512510,华泰柏瑞中证500ETF,HTBRZZ500ETF,7.9642,0.024,1,2016/4/1,1.2247,0.6089,2017/3/31,1.2971,0.6568,2015/5/13,,0.05%,,,,
297,161816,银华中证等权重90指数(LOF),YHZZDQZ90ZSLOF,7.9326,,0,2016/4/1,1.016,1.167,2017/3/31,1.071,1.197,2011/3/17,1,0.12%,1,0.12%,1,1.20%
298,159936,广发中证全指可选消费ETF,GFZZQZKXXFETF,7.8408,,0,2016/4/1,1.4871,1.4871,2017/3/31,1.6037,1.6037,2014/6/3,,,,,,
299,161227,国投瑞银深证100指数,GTRYSZ100ZS,7.8107,,0,2016/4/1,0.845,1.598,2017/3/31,0.911,1.723,2015/8/14,1,0.12%,1,0.12%,1,1.20%
300,1113,南方大数据100A,NFDSJ100A,7.7871,,0,2016/4/1,0.8193,0.8193,2017/3/31,0.8831,0.8831,2015/4/24,1,0.12%,1,0.12%,1,1.20%
301,257060,国联安上证商品ETF联接,GLASZSPETFLJ,7.7799,,0,2016/4/1,0.527,0.527,2017/3/31,0.568,0.568,2010/12/1,1,0.15%,1,0.15%,1,1.50%
302,163118,申万菱信中证申万医药生物指数(LOF)A,SWLXZZSWYYSWZSLOFA,7.7276,,0,2016/4/1,0.8516,0.8516,2017/3/31,0.8888,0.9174,2015/6/19,1,0.12%,1,0.12%,1,1.20%
303,700002,平安深证300指数增强,PASZ300ZSZQ,7.7031,,0,2016/4/1,1.428,1.508,2017/3/31,1.538,1.618,2011/12/20,1,0.12%,1,0.12%,1,1.20%
304,1594,天弘中证银行ETF联接A,THZZYHETFLJA,7.6147,,0,2016/4/1,0.9022,0.9022,2017/3/31,0.9709,0.9709,2015/7/8,1,0.10%,1,0.10%,1,1.00%
305,167301,方正富邦保险主题指数,FZFBBXZTZS,7.6115,,0,2016/4/1,0.926,0.935,2017/3/31,0.974,1.006,2015/7/31,1,0.08%,1,0.08%,1,0.80%
306,968,广发养老指数A,GFYLZSA,7.6072,,0,2016/4/1,0.9307,0.9307,2017/3/31,1.0015,1.0015,2015/2/13,1,0.12%,1,0.12%,1,1.20%
307,162107,金鹰先进制造股票(LOF)A,JYXJZZGPLOFA,7.5579,,0,2016/4/1,1.0508,1.8166,2017/3/31,1.0155,1.0155,2012/6/5,1,0.15%,1,0.15%,1,1.50%
308,592,建信改革红利股票,JXGGHLGP,7.5221,,0,2016/4/1,1.808,1.808,2017/3/31,1.944,1.944,2014/5/14,1,0.15%,1,0.15%,1,1.50%
309,2979,广发中证全指金融地产联接C,GFZZQZJRDCLJC,7.5036,,0,2016/7/6,0.8396,0.8396,2017/3/31,0.9026,0.9026,2016/7/6,1,0.00%,,,,
310,161726,招商国证生物医药指数(LOF)A,ZSGZSWYYZSLOFA,7.4851,,0,2016/4/1,0.961,0.618,2017/3/31,1.01,0.663,2015/5/27,1,0.10%,1,0.10%,1,1.00%
311,1072,华安智能装备主题股票A,HAZNZBZTGPA,7.461,,0,2016/4/1,0.898,0.898,2017/3/31,0.965,0.965,2015/4/24,1,0.15%,1,0.15%,1,1.50%
312,159922,嘉实中证500ETF,JSZZ500ETF,7.4143,,0,2016/4/1,6.0464,1.6953,2017/3/31,6.4947,1.821,2013/2/6,,,,,,
313,656,前海开源沪深300指数A,QHKYHS300ZSA,7.3826,,0,2016/4/1,1.043,1.293,2017/3/31,1.12,1.37,2014/6/17,1,0.12%,1,0.12%,1,1.20%
314,2510,申万菱信中证500指数增强A,SWLXZZ500ZSZQA,7.38,,0,2016/4/21,1,1,2017/3/31,1.0738,1.0738,2016/4/21,1,0.12%,1,0.12%,1,1.20%
315,1849,前海开源强势共识100强股票,QHKYQSGS100QGP,7.3696,,0,2016/4/1,0.882,0.882,2017/3/31,0.947,0.947,2015/12/10,1,0.15%,1,0.15%,1,1.50%
316,20021,国泰上证180金融ETF联接A,GTSZ180JRETFLJA,7.3669,,0,2016/4/1,1.3452,1.3452,2017/3/31,1.4443,1.4443,2011/3/31,1,0.12%,1,0.12%,1,1.20%
317,831,工银医疗保健股票,GYYLBJGP,7.365,,0,2016/4/1,1.222,1.222,2017/3/31,1.312,1.312,2014/11/18,1,0.15%,1,0.15%,1,1.50%
318,1595,天弘中证银行ETF联接C,THZZYHETFLJC,7.3564,,0,2016/4/1,0.8999,0.8999,2017/3/31,0.9661,0.9661,2015/7/8,1,0.00%,,,,
319,828,泰达转型机遇股票A,TDZXJYGPA,7.3384,,0,2016/4/1,0.804,1.024,2017/3/31,0.863,1.083,2014/11/18,1,0.12%,1,0.12%,1,1.20%
320,586,景顺长城中小创精选股票,JSCCZXCJXGP,7.3077,,0,2016/4/1,1.56,1.56,2017/3/31,1.674,1.674,2014/4/30,1,0.15%,1,0.15%,1,1.50%
321,3359,大成360互联网+大数据100C,DC360HLWDSJ100C,7.276,,0,2017/1/18,1.127,1,2017/3/31,1.209,1.209,2017/1/18,1,0.00%,,,,
322,1133,广发中证全指可选消费联接A,GFZZQZKXXFLJA,7.2533,,0,2016/4/1,0.7762,0.7762,2017/3/31,0.8325,0.8325,2015/4/15,1,0.12%,1,0.12%,1,1.20%
323,161604,融通深证100指数A,RTSZ100ZSA,7.2372,0.01,1,2016/4/1,1.212,2.58,2017/3/31,1.289,2.667,2003/9/30,1,0.15%,1,0.15%,1,1.50%
324,1008,工银国企改革股票,GYGQGGGP,7.2261,,0,2016/4/1,0.858,0.858,2017/3/31,0.92,0.92,2015/1/27,1,0.15%,1,0.15%,1,1.50%
325,360001,光大量化股票,GDLHGP,7.1778,0.02,1,2016/4/1,1.2893,3.313,2017/3/31,1.3602,3.4039,2004/8/27,1,0.15%,1,0.15%,1,1.50%
326,510230,国泰上证180金融ETF,GTSZ180JRETF,7.1123,,0,2016/4/1,4.9098,1.3944,2017/3/31,5.259,1.4936,2011/3/31,,,,,,
327,161122,易方达中证万得生物科技指数(LOF)A,YFDZZWDSWKJZSLOFA,7.0495,,0,2016/4/1,1.0017,0.6409,2017/3/31,1.0475,,2015/6/3,1,0.10%,1,0.10%,1,1.00%
328,160221,国泰国证有色金属行业指数(LOF),GTGZYSJSHYZSLOF,7.0327,,0,2016/4/1,1.0408,0.6982,2017/3/31,1.0857,0.7461,2015/3/30,1,0.00%,,,,
329,160635,鹏华中证医药卫生(LOF)A,PHZZYYWSLOFA,6.9379,,0,2016/4/1,0.85,0.857,2017/3/31,1.01,0.916,2015/8/17,1,0.12%,1,0.12%,1,1.20%
330,1214,华泰柏瑞中证500ETF联接A,HTBRZZ500ETFLJA,6.912,,0,2016/4/1,0.6033,0.6033,2017/3/31,0.645,0.645,2015/5/13,1,0.10%,1,0.10%,1,1.00%
331,399001,中海上证50指数增强,ZHSZ50ZSZQ,6.904,,0,2016/4/1,0.927,0.927,2017/3/31,0.991,0.991,2010/3/25,1,0.12%,1,0.12%,1,1.20%
332,4241,中欧时代先锋股票C,ZOSDXFGPC,6.8997,0.054,1,2017/1/19,1.0883,1.3003,2017/3/31,1.1098,1.1638,2017/1/19,1,0.00%,,,,
333,163114,申万菱信中证环保产业指数(LOF)A,SWLXZZHBCYZSLOFA,6.8708,,0,2016/4/1,0.9313,1.5642,2017/3/31,0.9689,1.6251,2014/5/30,1,0.12%,1,0.12%,1,1.20%
334,585001,东吴中证新兴指数,DWZZXXZS,6.8681,,0,2016/4/1,1.092,1.092,2017/3/31,1.167,1.167,2011/2/1,1,0.12%,1,0.12%,1,1.20%
335,8,嘉实中证500ETF联接A,JSZZ500ETFLJA,6.7783,,0,2016/4/1,1.6361,1.6361,2017/3/31,1.747,1.747,2013/3/22,1,0.12%,1,0.12%,1,1.20%
336,519034,海富通中证500增强A,HFTZZ500ZQA,6.7287,,0,2016/4/1,1.397,1.397,2017/3/31,1.491,1.491,2012/5/25,1,0.12%,1,0.12%,1,1.20%
337,166802,浙商沪深300指数增强(LOF)A,ZSHS300ZSZQLOFA,6.7258,,0,2016/4/1,1.084,1.194,2017/3/31,1.134,1.266,2012/5/7,1,0.15%,1,0.15%,1,1.50%
338,1469,广发中证全指金融地产联接A,GFZZQZJRDCLJA,6.6966,,0,2016/4/1,0.8452,0.8452,2017/3/31,0.9018,0.9018,2015/7/9,1,0.12%,1,0.12%,1,1.20%
339,160806,长盛同庆中证800(LOF),CSTQZZ800LOF,6.5669,,0,2016/4/1,1.203,1.109,2017/3/31,1.282,1.179,2009/5/12,1,0.12%,1,0.12%,1,1.20%
340,3986,申万菱信中证500指数优选增强A,SWLXZZ500ZSYXZQA,6.55,,0,2017/1/10,1,1,2017/3/31,1.0655,1.0655,2017/1/10,1,0.12%,1,0.12%,1,1.20%
341,827,广发百发100指数E,GFBF100ZSE,6.2975,,0,2016/4/1,0.921,1.281,2017/3/31,0.979,1.339,2014/10/30,1,0.06%,1,0.06%,1,0.60%
342,50024,博时上证自然资源ETF联接,BSSZZRZYETFLJ,6.2851,,0,2016/4/1,0.6412,0.6412,2017/3/31,0.6815,0.6815,2012/4/10,1,0.12%,1,0.12%,1,1.20%
343,549,华安大国新经济股票,HADGXJJGP,6.2847,,0,2016/4/1,1.623,1.623,2017/3/31,1.725,1.725,2014/4/14,1,0.15%,1,0.15%,1,1.50%
344,826,广发百发100指数A,GFBF100ZSA,6.2838,,0,2016/4/1,0.923,1.283,2017/3/31,0.981,1.341,2014/10/30,1,0.12%,1,0.12%,1,1.20%
345,162907,泰信中证锐联基本面400指数(LOF),TXZZRLJBM400ZSLOF,6.2787,,0,2016/4/1,0.741,1.622,2017/3/31,0.762,1.715,2012/9/7,1,0.12%,1,0.12%,1,1.20%
346,160219,国泰国证医药卫生行业指数A,GTGZYYWSHYZSA,6.2607,,0,2016/4/1,0.7601,1.3873,2017/3/31,0.7797,1.4344,2013/8/29,1,0.10%,1,0.10%,1,1.00%
347,370023,上投摩根中证消费服务指数,STMGZZXFFWZS,6.2147,,0,2016/4/1,1.239,1.419,2017/3/31,1.316,1.496,2012/9/25,1,0.12%,1,0.12%,1,1.20%
348,1588,天弘中证800指数A,THZZ800ZSA,6.1714,,0,2016/4/1,0.7713,0.7713,2017/3/31,0.8189,0.8189,2015/7/16,1,0.10%,1,0.10%,1,1.00%
349,884,民生加银优选股票,MSJYYXGP,6.163,,0,2016/4/1,1.006,1.006,2017/3/31,1.068,1.068,2014/12/19,1,0.15%,1,0.15%,1,1.50%
350,161812,银华深证100指数(LOF),YHSZ100ZSLOF,6.0468,,0,2016/4/1,0.899,1.067,2017/3/31,0.93,1.121,2010/5/7,1,0.12%,1,0.12%,1,1.20%
351,165521,信诚中证800金融(LOF)A,XCZZ800JRLOFA,6.0057,,0,2016/4/1,0.889,1.523,2017/3/31,0.919,1.576,2013/12/20,1,0.12%,1,0.12%,1,1.20%
352,2977,广发中证全指可选消费联接C,GFZZQZKXXFLJC,5.9982,,0,2016/7/6,0.7869,0.7869,2017/3/31,0.8341,0.8341,2016/7/6,1,0.00%,,,,
353,1166,建信环保产业股票,JXHBCYGP,5.9459,,0,2016/4/1,0.74,0.74,2017/3/31,0.784,0.784,2015/4/22,1,0.15%,1,0.15%,1,1.50%
354,1589,天弘中证800指数C,THZZ800ZSC,5.9106,,0,2016/4/1,0.7698,0.7698,2017/3/31,0.8153,0.8153,2015/7/16,1,0.00%,,,,
355,160119,南方中证500ETF联接A,NFZZ500ETFLJA,5.8835,,0,2016/4/1,1.477,1.577,2017/3/31,1.5639,1.6639,2009/9/25,1,0.12%,1,0.12%,1,1.20%
356,159901,易方达深证100ETF,YFDSZ100ETF,5.8429,,0,2016/4/1,3.9364,3.8515,2017/3/31,4.1664,4.0699,2006/3/24,,0.05%,,,,
357,1009,上投摩根安全战略股票A,STMGAQZLGPA,5.8231,,0,2016/4/1,0.893,0.893,2017/3/31,0.945,0.945,2015/2/26,1,0.15%,1,0.15%,1,1.50%
358,913,农银医疗保健股票,NYYLBJGP,5.7776,,0,2016/4/1,0.9935,0.9935,2017/3/31,1.0509,1.0509,2015/2/10,1,0.15%,1,0.15%,1,1.50%
359,164401,前海开源中证健康产业指数,QHKYZZJKCYZS,5.7457,,0,2016/4/1,0.972,0.997,2017/3/31,0.998,1.053,2015/4/16,1,0.12%,1,0.12%,1,1.20%
360,510440,大成中证500沪市ETF,DCZZ500HSETF,5.7271,,0,2016/4/1,1.781,1.781,2017/3/31,1.883,1.883,2012/8/24,,,,,,
361,3015,中金沪深300A,ZJHS300A,5.7,,0,2016/7/22,1,1,2017/3/31,1.057,1.057,2016/7/22,1,0.10%,1,0.10%,1,1.00%
362,2076,浙商中证500指数增强A,ZSZZ500ZSZQA,5.69,,0,2016/5/11,1,1,2017/3/31,1.0569,1.0569,2016/5/11,1,0.15%,1,0.15%,1,1.50%
363,501011,汇添富中证中药指数(LOF)A,HTFZZZYZSLOFA,5.66,,0,2016/12/29,1,1,2017/3/31,1.0566,1.0566,2016/12/29,1,0.10%,1,0.10%,1,1.00%
364,510220,华泰柏瑞上证中小盘ETF,HTBRSZZXPETF,5.65,,0,2016/4/1,3.8,1.049,2017/3/31,4.0147,1.1079,2011/1/26,,,,,,
365,510650,上证金融地产发起式ETF,SZJRDCFQSETF,5.6473,,0,2016/4/1,1.3989,1.3989,2017/3/31,1.4779,1.4779,2013/3/28,,,,,,
366,2595,博时工业4.0主题股票,BSGY40ZTGP,5.6,,0,2016/6/8,1,1,2017/3/31,1.056,1.056,2016/6/8,1,0.15%,1,0.15%,1,1.50%
367,510560,国寿安保中证500ETF,GSABZZ500ETF,5.5754,,0,2016/4/1,1.2609,0.5838,2017/3/31,1.3312,0.6164,2015/5/29,,,,,,
368,501012,汇添富中证中药指数(LOF)C,HTFZZZYZSLOFC,5.57,,0,2016/12/29,1,1,2017/3/31,1.0557,1.0557,2016/12/29,1,0.00%,,,,
369,1583,安信新常态股票A,AXXCTGPA,5.5556,,0,2016/4/1,0.99,0.99,2017/3/31,1.045,1.045,2015/8/7,1,0.15%,1,0.15%,1,1.50%
370,164811,工银中证京津冀协同发展指数A,GYZZJJJXTFZZSA,5.4586,,0,2016/4/1,1.2036,1.2902,2017/3/31,1.2402,1.3549,2012/10/25,1,0.10%,1,0.10%,1,1.00%
371,510500,南方中证500ETF,NFZZ500ETF,5.377,,0,2016/4/1,6.3604,1.783,2017/3/31,6.7024,1.8788,2013/2/6,,,,,,
372,688,景顺长城研究精选股票,JSCCYJJXGP,5.3737,,0,2016/4/1,1.191,1.211,2017/3/31,1.255,1.275,2014/8/12,1,0.15%,1,0.15%,1,1.50%
373,160639,鹏华中证高铁产业指数(LOF),PHZZGTCYZSLOF,5.3627,,0,2016/4/1,0.813,0.481,2017/3/31,0.824,0.505,2015/5/27,1,0.12%,1,0.12%,1,1.20%
374,1054,工银新金融股票A,GYXJRGPA,5.3571,,0,2016/4/1,0.896,0.896,2017/3/31,0.944,0.944,2015/3/19,1,0.15%,1,0.15%,1,1.50%
375,1781,建信现代服务业股票,JXXDFWYGP,5.2684,,0,2016/4/1,1.006,1.006,2017/3/31,1.059,1.059,2016/2/23,1,0.15%,1,0.15%,1,1.50%
376,160814,长盛中证金融地产指数(LOF),CSZZJRDCZSLOF,5.2375,,0,2016/4/1,0.731,0.731,2017/3/31,0.73,,2015/6/16,1,0.12%,1,0.12%,1,1.20%
377,502040,长盛上证50指数(LOF),CSSZ50ZSLOF,5.1976,,0,2016/4/1,0.935,0.935,2017/3/31,0.949,,2015/8/13,1,0.12%,1,0.12%,1,1.20%
378,510510,广发中证500ETF,GFZZ500ETF,5.1882,,0,2016/4/1,1.6788,1.6788,2017/3/31,1.7659,1.7659,2013/4/11,,,,,,
379,1877,宝盈国家安全沪港深股票A,BYGJAQHGSGPA,5.1859,,0,2016/4/1,1.022,1.022,2017/3/31,1.075,1.075,2016/1/20,1,0.15%,1,0.15%,1,1.50%
380,510110,海富通上证周期ETF,HFTSZZQETF,5.1441,,0,2016/4/1,2.916,1.17,2017/3/31,3.066,1.23,2010/9/19,,,,,,
381,290010,泰信中证200指数,TXZZ200ZS,5.1,,0,2016/4/1,1,1.02,2017/3/31,1.051,1.071,2011/6/9,1,0.12%,1,0.12%,1,1.20%
382,512500,华夏中证500ETF,HXZZ500ETF,5.0853,,0,2016/4/1,2.9398,0.6435,2017/3/31,3.0893,0.6762,2015/5/5,,0.05%,,,,
383,162711,广发中证500ETF联接A,GFZZ500ETFLJA,5.0558,,0,2016/4/1,1.2817,1.2817,2017/3/31,1.3465,1.3465,2009/11/26,1,0.12%,1,0.12%,1,1.20%
384,399011,中海医疗保健主题股票,ZHYLBJZTGP,4.996,,0,2016/4/1,1.261,1.671,2017/3/31,1.324,1.734,2012/3/7,1,0.15%,1,0.15%,1,1.50%
385,160919,大成产业升级股票(LOF),DCCYSJGPLOF,4.9864,,0,2016/4/1,1.103,3.089,2017/3/31,1.158,3.144,2014/12/26,1,0.15%,1,0.15%,1,1.50%
386,164304,新华中证环保产业指数,XHZZHBCYZS,4.9571,,0,2016/4/1,1.104,1.162,2017/3/31,1.131,1.22,2014/9/11,1,0.10%,1,0.10%,1,1.00%
387,159930,汇添富中证能源ETF,HTFZZNYETF,4.9569,,0,2016/4/1,0.7888,0.7888,2017/3/31,0.8279,0.8279,2013/8/23,,0.05%,,,,
388,1241,国寿安保中证500ETF联接,GSABZZ500ETFLJ,4.9313,,0,2016/4/1,0.5678,0.5678,2017/3/31,0.5958,0.5958,2015/5/29,1,0.12%,1,0.12%,1,1.20%
389,206012,鹏华价值精选股票,PHJZJXGP,4.8762,,0,2016/4/1,1.292,1.292,2017/3/31,1.355,1.355,2012/4/16,1,0.15%,1,0.15%,1,1.50%
390,3016,中金中证500A,ZJZZ500A,4.84,,0,2016/7/22,1,1,2017/3/31,1.0484,1.0484,2016/7/22,1,0.10%,1,0.10%,1,1.00%
391,3876,华宝沪深300指数增强A,HBHS300ZSZQA,4.73,,0,2016/12/9,1,1,2017/3/31,1.0473,1.0473,2016/12/9,1,0.12%,1,0.12%,1,1.20%
392,2982,广发养老指数C,GFYLZSC,4.6587,,0,2016/7/6,0.9552,0.9552,2017/3/31,0.9997,0.9997,2016/7/6,1,0.00%,,,,
393,793,工银高端制造股票,GYGDZZGP,4.6278,,0,2016/4/1,0.994,0.994,2017/3/31,1.04,1.04,2014/10/22,1,0.15%,1,0.15%,1,1.50%
394,761,国富健康优质生活股票,GFJKYZSHGP,4.5977,,0,2016/4/1,1.044,1.044,2017/3/31,1.092,1.092,2014/9/23,1,0.15%,1,0.15%,1,1.50%
395,163821,中银沪深300等权重指数,ZYHS300DQZZS,4.5944,,0,2016/4/1,1.393,1.393,2017/3/31,1.457,1.457,2012/5/17,1,0.12%,1,0.12%,1,1.20%
396,962,天弘中证500ETF联接A,THZZ500ETFLJA,4.5607,,0,2016/4/1,0.9867,0.9867,2017/3/31,1.0317,1.0317,2015/1/20,1,0.10%,1,0.10%,1,1.00%
397,1052,华夏中证500ETF联接A,HXZZ500ETFLJA,4.5031,,0,2016/4/1,0.644,0.644,2017/3/31,0.673,0.673,2015/5/5,1,0.12%,1,0.12%,1,1.20%
398,594,大摩进取优选股票,DMJQYXGP,4.4459,,0,2016/4/1,1.507,1.507,2017/3/31,1.574,1.574,2014/5/29,1,0.15%,1,0.15%,1,1.50%
399,59,国联安中证医药100A,GLAZZYY100A,4.3149,0.56,1,2016/4/1,1.465,1.465,2017/3/31,0.996,1.556,2013/8/21,1,0.12%,1,0.12%,1,1.20%
400,512,国泰沪深300指数增强A,GTHS300ZSZQA,4.2874,,0,2016/4/1,1.656,1.656,2017/3/31,1.727,1.727,2014/5/19,1,0.10%,1,0.10%,1,1.00%
401,512640,嘉实中证金融地产ETF,JSZZJRDCETF,4.2308,,0,2016/4/1,1.586,1.586,2017/3/31,1.6531,1.6531,2014/6/20,,,,,,
402,512660,国泰中证军工ETF,GTZZJGETF,4.22,,0,2016/7/26,1,1,2017/3/31,1.0422,1.0422,2016/7/26,,,,,,
403,1171,工银养老产业股票A,GYYLCYGPA,4.1602,,0,2016/4/1,0.649,0.649,2017/3/31,0.676,0.676,2015/4/28,1,0.15%,1,0.15%,1,1.50%
404,162510,国联安中小综指(LOF),GLAZXZZLOF,4.0246,0.72,1,2016/4/1,1.733,1.801,2017/3/31,1.064,1.852,2012/3/23,1,0.12%,1,0.12%,1,1.20%
405,164905,交银国证新能源指数(LOF)A,JYGZXNYZSLOFA,3.9982,,0,2016/4/1,0.817,0.831,2017/3/31,0.82,0.865,2015/3/26,1,0.12%,1,0.12%,1,1.20%
406,2978,广发医药卫生联接C,GFYYWSLJC,3.9606,,0,2016/7/6,0.7827,0.7827,2017/3/31,0.8137,0.8137,2016/7/6,1,0.00%,,,,
407,2871,华夏智胜价值成长A,HXZSJZCZA,3.93,,0,2016/8/9,1,1,2017/3/31,1.0393,1.0393,2016/8/9,1,0.15%,1,0.15%,1,1.50%
408,519027,海富通上证周期ETF联接,HFTSZZQETFLJ,3.8095,,0,2016/4/1,1.05,1.05,2017/3/31,1.09,1.09,2010/9/28,1,0.12%,1,0.12%,1,1.20%
409,3548,泰达宏利沪深300指数增强C,TDHLHS300ZSZQC,3.7783,,0,2017/2/9,1.2069,1.2069,2017/3/31,1.2525,1.2525,2017/2/9,1,0.00%,,,,
410,1550,天弘中证医药100A,THZZYY100A,3.7653,,0,2016/4/1,0.7277,0.7277,2017/3/31,0.7551,0.7551,2015/6/30,1,0.10%,1,0.10%,1,1.00%
411,233010,大摩深证300指数增强,DMSZ300ZSZQ,3.7589,,0,2016/4/1,1.41,1.41,2017/3/31,1.463,1.463,2011/11/15,1,0.12%,1,0.12%,1,1.20%
412,160225,国泰国证新能源汽车指数A,GTGZXNYQCZSA,3.6787,,0,2016/4/1,0.965,1.4934,2017/3/31,1.0005,1.0005,2015/8/27,1,0.12%,1,0.12%,1,1.20%
413,510680,万家上证50ETF,WJSZ50ETF,3.6196,,0,2016/4/1,1.7654,1.7654,2017/3/31,1.8293,1.8293,2013/10/31,,,,,,
414,320014,诺安沪深300指数增强A,NAHS300ZSZQA,3.6044,,0,2016/4/1,1.082,1.082,2017/3/31,1.121,1.121,2011/4/7,1,0.12%,1,0.12%,1,1.20%
415,1551,天弘中证医药100C,THZZYY100C,3.5813,,0,2016/4/1,0.726,0.726,2017/3/31,0.752,0.752,2015/6/30,1,0.00%,,,,
416,1726,汇添富新兴消费股票A,HTFXXXFGPA,3.5599,,0,2016/4/1,0.927,0.927,2017/3/31,0.96,0.96,2015/12/2,1,0.15%,1,0.15%,1,1.50%
417,1167,金鹰科技创新股票,JYKJCXGP,3.5494,,0,2016/4/1,0.648,0.648,2017/3/31,0.671,0.671,2015/4/30,1,0.15%,1,0.15%,1,1.50%
418,1351,诺安中证500指数增强A,NAZZ500ZSZQA,3.5079,,0,2016/4/1,0.8438,0.8438,2017/3/31,0.8734,0.8734,2015/6/9,1,0.12%,1,0.12%,1,1.20%
419,2063,国泰沪深300指数增强C,GTHS300ZSZQC,3.5045,,0,2016/4/1,1.655,1.655,2017/3/31,1.713,1.713,2015/11/16,1,0.00%,,,,
420,660011,农银中证500指数,NYZZ500ZS,3.5006,,0,2016/4/1,1.5683,1.5683,2017/3/31,1.6232,1.6232,2011/11/29,1,0.15%,1,0.15%,1,1.50%
421,1733,泰达宏利量化股票,TDHLLHGP,3.5,,0,2016/8/30,1,1,2017/3/31,1.035,1.035,2016/8/30,1,0.12%,1,0.12%,1,1.20%
422,1539,嘉实中证金融地产ETF联接A,JSZZJRDCETFLJA,3.4797,,0,2016/4/1,1.0547,1.0547,2017/3/31,1.0914,1.0914,2015/8/6,1,0.12%,1,0.12%,1,1.20%
423,746,招商行业精选股票基金,ZSHYJXGPJJ,3.4749,,0,2016/4/1,1.295,1.295,2017/3/31,1.34,1.34,2014/9/3,1,0.15%,1,0.15%,1,1.50%
424,950,易方达沪深300非银联接A,YFDHS300FYLJA,3.4487,,0,2016/4/1,0.7336,0.7336,2017/3/31,0.7589,0.7589,2015/1/22,1,0.10%,1,0.10%,1,1.00%
425,1162,前海开源优势蓝筹股票A,QHKYYSLCGPA,3.4014,,0,2016/4/1,0.882,0.882,2017/3/31,0.912,0.912,2015/4/28,1,0.15%,1,0.15%,1,1.50%
426,1490,汇添富国企创新股票A,HTFGQCXGPA,3.3843,,0,2016/4/1,0.916,0.916,2017/3/31,0.947,0.947,2015/7/10,1,0.15%,1,0.15%,1,1.50%
427,460220,华泰柏瑞上证中小盘ETF联接,HTBRSZZXPETFLJ,3.3529,,0,2016/4/1,1.02,1.02,2017/3/31,1.0542,1.0542,2011/1/26,1,0.15%,1,0.15%,1,1.50%
428,159935,景顺长城中证500ETF,JSCCZZ500ETF,3.3186,,0,2016/4/1,1.6061,1.6061,2017/3/31,1.6594,1.6594,2013/12/26,,,,,,
429,160626,鹏华信息A,PHXXA,3.2972,,0,2016/4/1,1.127,1.672,2017/3/31,1.141,1.691,2014/5/5,1,0.12%,1,0.12%,1,1.20%
430,2984,广发中证环保ETF联接C,GFZZHBETFLJC,3.2473,,0,2016/7/6,0.7514,0.7514,2017/3/31,0.7758,0.7758,2016/7/6,1,0.00%,,,,
431,161612,融通深证成份指数A,RTSZCFZSA,3.1745,,0,2016/4/1,0.819,0.829,2017/3/31,0.845,0.855,2010/11/15,1,0.12%,1,0.12%,1,1.20%
432,1692,南方国策动力,NFGCDL,3.1658,,0,2016/4/1,1.074,1.104,2017/3/31,1.108,1.138,2015/8/26,1,0.15%,1,0.15%,1,1.50%
433,2697,中欧消费主题股票C,ZOXFZTGPC,3.1,,0,2016/7/22,1,1,2017/3/31,1.031,1.031,2016/7/22,1,0.00%,,,,
434,1638,前海开源优势蓝筹股票C,QHKYYSLCGPC,3.0801,,0,2016/4/1,0.974,0.974,2017/3/31,1.004,1.004,2015/7/6,1,0.00%,,0.00%,0,1.50%
435,340006,兴全全球视野股票,XQQQSYGP,3.0382,,0,2016/4/1,1.5766,4.3226,2017/3/31,1.6245,4.3705,2006/9/20,1,0.15%,1,0.15%,1,1.50%
436,159932,大成中证500深市ETF,DCZZ500SSETF,3.0304,,0,2016/4/1,1.782,1.51,2017/3/31,1.836,1.555,2013/9/12,,,,,,
437,512070,易方达沪深300非银ETF,YFDHS300FYETF,2.9773,,0,2016/4/1,1.6223,1.6223,2017/3/31,1.6706,1.6706,2014/6/26,,0.05%,,,,
438,326,南方中小盘成长股票,NFZXPCZGP,2.8827,,0,2016/4/1,1.006,1.006,2017/3/31,1.035,1.035,2015/10/28,1,0.15%,1,0.15%,1,1.50%
439,164809,工银中证500ETF联接A,GYZZ500ETFLJA,2.8003,,0,2016/4/1,1.3024,1.405,2017/3/31,1.3187,1.4413,2012/1/31,1,0.10%,1,0.10%,1,1.00%
440,159907,广发中小企业300ETF,GFZXQY300ETF,2.7057,,0,2016/4/1,1.4118,1.2827,2017/3/31,1.45,1.3174,2011/6/3,,,,,,
441,165806,东吴沪深300指数A,DWHS300ZSA,2.6436,,0,2016/4/1,1.097,1.097,2017/3/31,1.126,1.126,2012/3/9,1,0.12%,1,0.12%,1,1.20%
442,1915,宝盈医疗健康沪港深股票,BYYLJKHGSGP,2.619,,0,2016/4/1,0.84,0.84,2017/3/31,0.862,0.862,2015/12/2,1,0.15%,1,0.15%,1,1.50%
