,基金代码,基金简称,基金条码,涨幅,期间分红,分红次数,起始日期,单位净值,累计净值,终止日期,单位净值,累计净值,成立日期,无用1,手续费,无用2,也是手续费,无用3,无用4
0,001668,汇添富全球互联混合(QDII)人民币A,HTFQQHLHHQDIIRMBA,36.6795,,0,2017-04-05,1.036,1.036,2018-03-30,1.416,1.416,2017-01-25,1,0.16%,1,0.16%,1,1.60%
1,000990,嘉实全球互联网股票美元现钞,JSQQHLWGPMYXC,35.8949,,0,2017-04-05,1.028,1.028,2018-03-30,1.397,1.397,2015-04-15,,1.50%,,,,
2,000989,嘉实全球互联网股票美元现汇,JSQQHLWGPMYXH,35.8949,,0,2017-04-05,1.028,1.028,2018-03-30,1.397,1.397,2015-04-15,,1.50%,,,,
3,003243,上投摩根中国世纪人民币,STMGZGSJRMB,33.5533,,0,2017-04-05,1.061,1.061,2018-03-30,1.417,1.417,2016-11-11,1,0.15%,1,0.15%,1,1.50%
4,164906,交银中证海外中国互联网指数,JYZZHWZGHLWZS,28.7534,,0,2017-04-05,1.099,1.099,2018-03-30,1.415,1.415,2015-05-27,4,0.12%,1,0.12%,1,1.20%
5,110011,易方达优质精选混合(QDII),YFDYZJXHHQDII,27.3979,0.35,1,2017-04-05,3.3146,3.3546,2018-03-30,3.8176,4.2076,2008-06-19,1,0.15%,1,0.15%,1,1.50%
6,519601,海富通中国海外混合,HFTZGHWHH,25.0991,,0,2017-04-05,1.514,1.784,2018-03-30,1.894,2.164,2008-06-27,1,0.15%,1,0.15%,1,1.50%
7,000934,国富大中华精选混合,GFDZHJXHH,24.3705,,0,2017-04-05,1.112,1.112,2018-03-30,1.383,1.383,2015-02-03,1,0.15%,1,0.15%,1,1.50%
8,000988,嘉实全球互联网股票人民币,JSQQHLWGPRMB,24.1796,,0,2017-04-05,1.158,1.158,2018-03-30,1.438,1.438,2015-04-15,1,0.15%,1,0.15%,1,1.50%
9,241001,华宝海外中国成长混合,HBHWZGCZHH,23.5940,,0,2017-04-05,1.458,1.458,2018-03-30,1.802,1.802,2008-05-07,1,0.15%,1,0.15%,1,1.50%
10,470888,汇添富香港混合(QDII),HTFXGHHQDII,20.8804,0.12,1,2017-04-05,1.051,1.081,2018-03-30,1.148,1.298,2010-06-25,1,0.12%,1,0.12%,1,1.20%
11,000044,嘉实美国成长股票美元现汇,JSMGCZGPMYXH,20.4391,,0,2017-04-05,1.321,1.321,2018-03-30,1.591,1.591,2013-06-14,,1.50%,,,,
12,378006,上投摩根全球新兴市场混合,STMGQQXXSCHH,20.1774,,0,2017-04-05,0.902,0.902,2018-03-30,1.084,1.084,2011-01-30,1,0.16%,1,0.16%,1,1.60%
13,002892,华夏移动互联混合美元现汇,HXYDHLHHMYXH,20.1329,,0,2017-04-05,0.1505,0.1505,2018-03-30,0.1808,0.1808,2016-12-14,,1.50%,,,,
14,160125,南方香港优选股票,NFXGYXGP,20.1097,,0,2017-04-05,0.8747,0.9647,2018-03-30,1.0506,1.1406,2011-09-26,1,0.13%,1,0.13%,1,1.30%
15,040048,华安纳斯达克100指数现汇,HANSDK100ZSXH,19.9111,,0,2017-04-05,0.2476,0.2476,2018-03-30,0.2969,0.2969,2013-08-02,,1.20%,,,,
16,040047,华安纳斯达克100指数现钞,HANSDK100ZSXC,19.9111,,0,2017-04-05,0.2476,0.2476,2018-03-30,0.2969,0.2969,2013-08-02,,1.20%,,,,
17,519602,海富通大中华混合(QDII),HFTDZHHHQDII,19.8372,,0,2017-04-05,0.983,0.983,2018-03-30,1.178,1.178,2011-01-27,1,0.15%,1,0.15%,1,1.50%
18,457001,国富亚洲机会股票(QDII),GFYZJHGPQDII,18.8028,0.055,1,2017-04-05,0.929,0.929,2018-03-30,1.047,1.102,2012-02-22,1,0.15%,1,0.15%,1,1.50%
19,501021,华宝香港中小(QDII-LOF)A,HBXGZXQDIILOFA,17.8291,,0,2017-04-05,1.2087,1.2087,2018-03-30,1.4242,1.4242,2016-06-24,1,0.10%,1,0.10%,1,1.00%
20,070012,嘉实海外中国股票混合,JSHWZGGPHH,17.3620,,0,2017-04-05,0.743,0.743,2018-03-30,0.872,0.872,2007-10-12,1,0.15%,1,0.15%,1,1.50%
21,002423,华宝标普美国消费美元,HBBPMGXFMY,15.4390,,0,2017-04-05,0.1697,0.1697,2018-03-30,0.1959,0.1959,2016-03-18,,1.20%,,,,
22,262001,景顺长城大中华混合(QDII)人民币,JSCCDZHHHQDIIRMB,14.4308,,0,2017-04-05,1.379,1.389,2018-03-30,1.578,1.588,2011-09-22,1,0.16%,1,0.16%,1,1.60%
23,377016,上投摩根亚太优势混合,STMGYTYSHH,14.2857,,0,2017-04-05,0.679,0.679,2018-03-30,0.776,0.776,2007-10-22,1,0.18%,1,0.18%,1,1.80%
24,159920,华夏恒生ETF(QDII),HXHSETFQDII,14.0939,,0,2017-04-05,1.3403,1.3403,2018-03-30,1.5292,1.5292,2012-08-09,,,,,,
25,160723,嘉实原油(QDII-LOF),JSYYQDIILOF,13.96,,0,2017-04-20,1,1,2018-03-30,1.1396,1.1396,2017-04-20,4,0.12%,1,0.12%,1,1.20%
26,040018,华安香港精选股票(QDII),HAXGJXGPQDII,13.2540,,0,2017-04-05,1.26,1.26,2018-03-30,1.427,1.427,2010-09-19,1,0.16%,1,0.16%,1,1.60%
27,513600,南方恒指ETF,NFHZETF,13.1079,,0,2017-04-05,2.2269,1.155,2018-03-30,2.5188,1.3064,2014-12-23,,,,,,
28,100055,富国全球科技互联网(QDII),FGQQKJHLWQDII,12.6348,,0,2017-04-05,1.298,1.298,2018-03-30,1.462,1.462,2011-07-13,1,0.15%,1,0.15%,1,1.50%
29,004879,汇添富全球医疗混合美元现钞,HTFQQYLHHMYXC,12.53,,0,2017-08-16,1,1,2018-03-30,1.1253,1.1253,2017-08-16,,1.60%,,,,
30,004878,汇添富全球医疗混合美元现汇,HTFQQYLHHMYXH,12.53,,0,2017-08-16,1,1,2018-03-30,1.1253,1.1253,2017-08-16,,1.60%,,,,
31,100061,富国中国中小盘混合(QDII)人民币,FGZGZXPHHQDIIRMB,11.9876,0.17,1,2017-04-05,1.917,2.012,2018-03-30,1.974,2.239,2012-09-04,1,0.15%,1,0.15%,1,1.50%
32,003631,上投摩根全球多元配置美元现汇,STMGQQDYPZMYXH,11.9205,,0,2017-04-05,0.151,0.151,2018-03-30,0.169,0.169,2016-12-19,,1.50%,,,,
33,003630,上投摩根全球多元配置美元现钞,STMGQQDYPZMYXC,11.9205,,0,2017-04-05,0.151,0.151,2018-03-30,0.169,0.169,2016-12-19,,1.50%,,,,
34,164705,汇添富恒生指数A,HTFHSZSA,11.8571,,0,2017-04-05,1.073,1.15,2018-03-30,1.179,1.279,2014-03-06,1,0.12%,1,0.12%,1,1.20%
35,000043,嘉实美国成长股票人民币,JSMGCZGPRMB,10.0337,,0,2017-04-05,1.485,1.485,2018-03-30,1.634,1.634,2013-06-14,1,0.15%,1,0.15%,1,1.50%
36,501018,南方原油A,NFYYA,9.9949,,0,2017-04-05,0.9715,0.9715,2018-03-30,1.0686,1.0686,2016-06-15,6,0.12%,1,0.12%,1,1.20%
37,001984,上投摩根中国生物医药(QDII),STMGZGSWYYQDII,9.6993,,0,2017-04-05,1.031,1.031,2018-03-30,1.131,1.131,2016-04-28,1,0.15%,1,0.15%,1,1.50%
38,002891,华夏移动互联混合人民币,HXYDHLHHRMB,9.6432,,0,2017-04-05,1.037,1.037,2018-03-30,1.137,1.137,2016-12-14,1,0.15%,1,0.15%,1,1.50%
