,基金代码,基金简称,基金条码,涨幅,期间分红,分红次数,起始日期,单位净值,累计净值,终止日期,单位净值,累计净值,成立日期,无用1,手续费,无用2,也是手续费,无用3,无用4
0,399011,中海医疗保健主题股票,ZHYLBJZTGP,39.5349,,0,2017-04-05,1.333,1.743,2018-03-30,1.86,2.27,2012-03-07,1,0.15%,1,0.15%,1,1.50%
1,110022,易方达消费行业股票,YFDXFHYGP,35.2474,,0,2017-04-05,1.637,1.637,2018-03-30,2.214,2.214,2010-08-20,1,0.15%,1,0.15%,1,1.50%
2,001208,诺安低碳经济股票A,NADTJJGPA,35.1384,,0,2017-04-05,0.831,0.831,2018-03-30,1.123,1.123,2015-05-12,1,0.15%,1,0.15%,1,1.50%
3,001044,嘉实新消费股票,JSXXFGP,34.6190,,0,2017-04-05,1.063,1.063,2018-03-30,1.431,1.431,2015-03-23,1,0.15%,1,0.15%,1,1.50%
4,165312,建信央视财经50指数(LOF),JXYSCJ50ZSLOF,33.9264,,0,2017-04-05,1.4246,1.5571,2018-03-30,0.9457,2.0922,2013-03-28,1,0.12%,1,0.12%,1,1.20%
5,000751,嘉实新兴产业股票,JSXXCYGP,33.8730,,0,2017-04-05,1.606,1.606,2018-03-30,2.15,2.15,2014-09-17,1,0.15%,1,0.15%,1,1.50%
6,161725,招商中证白酒指数(LOF)A,ZSZZBJZSLOFA,33.5389,,0,2017-04-05,1.161,1.198,2018-03-30,1.033,1.569,2015-05-27,1,0.10%,1,0.10%,1,1.00%
7,159928,汇添富中证主要消费ETF,HTFZZZYXFETF,33.3436,,0,2017-04-05,1.6216,1.6216,2018-03-30,2.1623,2.1623,2013-08-23,,0.05%,,,,
8,001717,工银前沿医疗股票A,GYQYYLGPA,32.4121,,0,2017-04-05,1.194,1.194,2018-03-30,1.581,1.581,2016-02-03,1,0.15%,1,0.15%,1,1.50%
9,160222,国泰国证食品饮料行业(LOF)A,GTGZSPYLHYLOFA,31.9239,,0,2017-04-05,0.9424,1.5637,2018-03-30,1.2179,1.8666,2014-10-23,1,0.00%,,,,
10,217027,招商央视财经50指数A,ZSYSCJ50ZSA,31.6158,,0,2017-04-05,1.572,1.572,2018-03-30,2.069,2.069,2013-02-05,1,0.12%,1,0.12%,1,1.20%
11,000248,汇添富中证主要消费ETF联接A,HTFZZZYXFETFLJA,31.5504,,0,2017-04-05,1.1049,1.1049,2018-03-30,1.4535,1.4535,2015-03-24,1,0.10%,1,0.10%,1,1.00%
12,512600,嘉实中证主要消费ETF,JSZZZYXFETF,31.2463,,0,2017-04-05,1.6674,1.6674,2018-03-30,2.1884,2.1884,2014-06-13,,,,,,
13,000991,工银战略转型股票A,GYZLZXGPA,29.7915,,0,2017-04-05,1.007,1.007,2018-03-30,1.307,1.307,2015-02-16,1,0.15%,1,0.15%,1,1.50%
14,001186,富国文体健康股票A,FGWTJKGPA,29.6117,,0,2017-04-05,0.824,0.824,2018-03-30,1.068,1.068,2015-05-06,1,0.15%,1,0.15%,1,1.50%
