,基金代码,基金简称,基金条码,涨幅,期间分红,分红次数,起始日期,单位净值,累计净值,终止日期,单位净值,累计净值,成立日期,无用1,手续费,无用2,也是手续费,无用3,无用4
0,159961,方正富邦深证100ETF,FZFBSZ100ETF,36.7245,,0,2018-11-02,1.0026,1.0026,2019-04-01,1.3708,1.3708,2018-11-02,,,,,,
1,512260,华安中证低波动ETF,HAZZDBDETF,32.7966,,0,2018-11-30,0.9998,0.9998,2019-04-01,1.3277,1.3277,2018-11-30,,,,,,
2,510550,方正富邦中证500ETF,FZFBZZ500ETF,32.0564,,0,2018-11-30,0.9998,0.9998,2019-04-01,1.3203,1.3203,2018-11-30,,,,,,
3,512870,南华中证杭州湾区ETF,NHZZHZWQETF,26.5097,,0,2018-12-14,0.9853,0.9853,2019-04-01,1.2465,1.2465,2018-12-14,,,,,,
4,512920,新华MSCI中国A股国际ETF,XHMSCIZGAGGJETF,25.13,,0,2018-11-07,1,1,2019-04-01,1.2513,1.2513,2018-11-07,,,,,,
5,159928,汇添富中证主要消费ETF,HTFZZZYXFETF,22.5212,,0,2018-04-02,2.1593,2.1593,2019-04-01,2.6456,2.6456,2013-08-23,,0.05%,,,,
6,512900,南方中证全指证券公司ETF,NFZZQZZQGSETF,21.8478,,0,2018-04-02,0.8605,0.8605,2019-04-01,1.0485,1.0485,2017-03-10,,,,,,
7,512040,富国中证价值ETF,FGZZJZETF,21.6953,,0,2018-11-07,1.0016,1.0016,2019-04-01,1.2189,1.2189,2018-11-07,,,,,,
8,512000,华宝券商ETF,HBQSETF,21.4579,,0,2018-04-02,0.8519,0.8519,2019-04-01,1.0347,1.0347,2016-08-30,,,,,,
9,512880,国泰中证全指证券公司ETF,GTZZQZZQGSETF,20.7963,,0,2018-04-02,0.8992,0.8992,2019-04-01,1.0862,1.0862,2016-07-26,,,,,,
10,512070,易方达沪深300非银ETF,YFDHS300FYETF,20.5759,,0,2018-04-02,1.8789,1.8789,2019-04-01,2.2655,2.2655,2014-06-26,,0.05%,,,,
11,512600,嘉实中证主要消费ETF,JSZZZYXFETF,20.4939,,0,2018-04-02,2.1826,2.1826,2019-04-01,2.6299,2.6299,2014-06-13,,,,,,
12,512570,易方达中证全指证券公司ETF,YFDZZQZZQGSETF,20.2445,,0,2018-04-02,0.8506,0.8506,2019-04-01,1.0228,1.0228,2017-07-27,,,,,,
13,512890,华泰柏瑞中证低波动ETF,HTBRZZDBDETF,19.62,,0,2018-12-19,1,1,2019-04-01,1.1962,1.1962,2018-12-19,,,,,,
14,512150,汇安富时中国A50ETF,HAFSZGA50ETF,19.0606,,0,2018-12-21,0.9942,0.9942,2019-04-01,1.1837,1.1837,2018-12-21,,,,,,
15,510850,工银瑞信上证50ETF,GYRXSZ50ETF,18.5146,,0,2018-12-07,1.0113,1.0113,2019-04-01,2.8737,1.1985,2018-12-07,,,,,,
16,510600,申万菱信上证50ETF,SWLXSZ50ETF,16.762,,0,2018-09-03,1,1,2019-04-01,2.8656,1.1676,2018-09-03,,,,,,
17,510630,华夏消费ETF,HXXFETF,16.4883,,0,2018-04-02,2.2513,2.2513,2019-04-01,2.6225,2.6225,2013-03-28,,,,,,
18,159959,银华中证央企结构调整ETF,YHZZYQJGTZETF,14.63,,0,2018-10-22,1,1,2019-04-01,1.1463,1.1463,2018-10-22,,,,,,
19,512950,华夏中证央企ETF,HXZZYQETF,13.5628,,0,2018-10-19,0.9703,0.9703,2019-04-01,1.1019,1.1019,2018-10-19,,,,,,
20,159933,国投瑞银金融地产ETF,GTRYJRDCETF,13.2252,,0,2018-04-02,1.8616,1.8616,2019-04-01,2.1078,2.1078,2013-09-17,,,,,,
21,159905,工银深证红利ETF,GYSZHLETF,13.1890,,0,2018-04-02,1.6438,1.6438,2019-04-01,1.8606,1.8606,2010-11-05,,,,,,
22,159916,深F60ETF,SF60ETF,13.0560,,0,2018-04-02,3.6642,1.9964,2019-04-01,4.1426,2.257,2011-09-08,,,,,,
23,512960,博时央企结构调整ETF,BSYQJGTZETF,12.8281,,0,2018-10-19,0.9752,0.9752,2019-04-01,1.1003,1.1003,2018-10-19,,,,,,
24,159940,广发中证全指金融地产ETF,GFZZQZJRDCETF,12.4905,,0,2018-04-02,0.9207,0.9207,2019-04-01,1.0357,1.0357,2015-03-23,,,,,,
25,510230,国泰上证180金融ETF,GTSZ180JRETF,12.3875,0.55,1,2018-04-02,5.9935,1.7022,2019-04-01,6.0361,1.8705,2011-03-31,,,,,,
26,510800,建信上证50ETF,JXSZ50ETF,11.4097,,0,2018-04-02,0.9115,0.9115,2019-04-01,1.0155,1.0155,2017-12-22,,,,,,
27,512640,嘉实中证金融地产ETF,JSZZJRDCETF,11.3204,,0,2018-04-02,1.8312,1.8312,2019-04-01,2.0385,2.0385,2014-06-20,,,,,,
28,510650,上证金融地产发起式ETF,SZJRDCFQSETF,11.1430,,0,2018-04-02,1.7428,1.7428,2019-04-01,1.937,1.937,2013-03-28,,,,,,
29,512360,平安MSCI中国A股国际ETF,PAMSCIZGAGGJETF,10.8654,,0,2018-06-15,0.9995,0.9995,2019-04-01,1.1081,1.1081,2018-06-15,,,,,,
30,510090,建信责任ETF,JXZRETF,10.4525,,0,2018-04-02,1.6044,1.914,2019-04-01,1.7721,2.1141,2010-05-28,,,,,,
31,512820,汇添富中证银行ETF,HTFZZYHETF,10.31,,0,2018-10-23,1,1,2019-04-01,1.1031,1.1031,2018-10-23,,0.05%,,,,
32,159931,汇添富中证金融地产ETF,HTFZZJRDCETF,10.2427,,0,2018-04-02,1.6109,1.6109,2019-04-01,1.7759,1.7759,2013-08-23,,0.05%,,,,
33,512770,华夏战略新兴成指ETF,HXZLXXCZETF,10.138,,0,2018-07-13,1.0002,1.0002,2019-04-01,1.1016,1.1016,2018-07-13,,,,,,
34,510710,博时上证50ETF,BSSZ50ETF,9.6229,,0,2018-04-02,2.8609,0.8844,2019-04-01,3.1362,0.9695,2015-05-27,,0.04%,,,,
