,基金代码,基金简称,基金条码,涨幅,期间分红,分红次数,起始日期,单位净值,累计净值,终止日期,单位净值,累计净值,成立日期,无用1,手续费,无用2,也是手续费,无用3,无用4
0,512760,国泰CES半导体芯片ETF,GTCESBDTXPETF,73.74,,0,2019-05-16,1,1,2020-04-01,1.7374,1.7374,2019-05-16,,,,,,
1,003745,广发多元新兴股票,GFDYXXGP,66.7933,,0,2019-04-01,1.0269,1.0269,2020-04-01,1.7128,1.7128,2017-04-25,1,0.15%,1,0.15%,1,1.50%
2,512480,国联安中证半导体ETF,GLAZZBDTETF,61.15,,0,2019-05-08,1,1,2020-04-01,1.6115,1.6115,2019-05-08,,,,,,
3,007300,国联安中证半导体ETF联接A,GLAZZBDTETFLJA,59.4541,,0,2019-06-26,1.0001,1.0001,2020-04-01,1.5947,1.5947,2019-06-26,1,0.08%,1,0.08%,1,0.80%
4,007301,国联安中证半导体ETF联接C,GLAZZBDTETFLJC,58.7641,,0,2019-06-26,1.0001,1.0001,2020-04-01,1.5878,1.5878,2019-06-26,1,0.00%,,,,
5,004851,广发医疗保健股票A,GFYLBJGPA,57.1795,,0,2019-04-01,1.248,1.248,2020-04-01,1.9616,1.9616,2017-08-10,1,0.15%,1,0.15%,1,1.50%
6,001717,工银前沿医疗股票A,GYQYYLGPA,55.3329,,0,2019-04-01,1.547,1.547,2020-04-01,2.403,2.403,2016-02-03,1,0.15%,1,0.15%,1,1.50%
7,001915,宝盈医疗健康沪港深股票,BYYLJKHGSGP,54.3956,,0,2019-04-01,0.91,0.91,2020-04-01,1.405,1.405,2015-12-02,1,0.15%,1,0.15%,1,1.50%
8,006002,工银医药健康股票A,GYYYJKGPA,54.3468,,0,2019-04-01,1.2768,1.2768,2020-04-01,1.9707,1.9707,2018-07-30,6,0.15%,1,0.15%,1,1.50%
9,510810,汇添富中证上海国企ETF,HTFZZSHGQETF,53.8399,,0,2019-04-01,0.9739,1.0039,2020-04-01,0.7764,0.8064,2016-07-28,,,,,,
10,006003,工银医药健康股票C,GYYYJKGPC,53.2720,,0,2019-04-01,1.2714,1.2714,2020-04-01,1.9487,1.9487,2018-07-30,6,0.00%,,,,
11,001410,信达澳银新能源产业股票,XDAYXNYCYGP,51.3897,,0,2019-04-01,1.691,1.753,2020-04-01,2.56,2.622,2015-07-31,1,0.15%,1,0.15%,1,1.50%
12,003230,创金合信医疗保健股票A,CJHXYLBJGPA,50.9969,,0,2019-04-01,1.2489,1.2089,2020-04-01,1.8858,1.8254,2016-08-30,1,0.15%,1,0.15%,1,1.50%
13,003231,创金合信医疗保健股票C,CJHXYLBJGPC,50.1682,,0,2019-04-01,1.2486,1.1404,2020-04-01,1.875,1.7126,2016-08-30,1,0.00%,,,,
14,005825,申万菱信智能驱动股票A,SWLXZNQDGPA,49.8741,,0,2019-04-01,1.1515,1.1515,2020-04-01,1.7258,1.7258,2018-06-13,1,0.15%,1,0.15%,1,1.50%
15,001766,上投摩根医疗健康股票A,STMGYLJKGPA,48.6685,,0,2019-04-01,1.089,1.089,2020-04-01,1.619,1.619,2015-10-21,1,0.15%,1,0.15%,1,1.50%
16,006228,中欧医疗创新股票A,ZOYLCXGPA,45.3873,,0,2019-04-01,1.0005,1.0005,2020-04-01,1.4546,1.4546,2019-02-28,1,0.15%,1,0.15%,1,1.50%
17,004075,交银医药创新股票A,JYYYCXGPA,44.3633,,0,2019-04-01,1.3412,1.3412,2020-04-01,1.9362,1.9362,2017-03-23,1,0.15%,1,0.15%,1,1.50%
18,006229,中欧医疗创新股票C,ZOYLCXGPC,44.3189,,0,2019-04-01,0.9998,0.9998,2020-04-01,1.4429,1.4429,2019-02-28,1,0.00%,,,,
19,001956,国联安科技动力,GLAKJDL,44.0882,,0,2019-04-01,0.998,0.998,2020-04-01,1.438,1.438,2016-01-26,1,0.15%,1,0.15%,1,1.50%
20,006257,信达澳银先进智造股票型,XDAYXJZZGPX,43.1053,,0,2019-04-01,1.0936,1.0936,2020-04-01,1.565,1.565,2019-01-17,1,0.15%,1,0.15%,1,1.50%
21,000831,工银医疗保健股票,GYYLBJGP,42.2853,,0,2019-04-01,1.549,1.549,2020-04-01,2.204,2.204,2014-11-18,1,0.15%,1,0.15%,1,1.50%
22,512170,华宝中证医疗ETF,HBZZYLETF,42.1816,,0,2019-05-20,1.0002,1.0002,2020-04-01,1.4221,1.4221,2019-05-20,,,,,,
23,000960,招商医药健康产业股票,ZSYYJKCYGP,41.9404,,0,2019-04-01,1.309,1.309,2020-04-01,1.858,1.858,2015-01-30,1,0.15%,1,0.15%,1,1.50%
24,005495,创金合信科技成长股票A,CJHXKJCZGPA,41.8885,,0,2019-04-01,0.9881,0.9881,2020-04-01,1.402,1.402,2017-12-28,1,0.15%,1,0.15%,1,1.50%
25,005303,嘉实医药健康股票A,JSYYJKGPA,40.7511,,0,2019-04-01,1.0358,1.0358,2020-04-01,1.4579,1.4579,2017-12-04,1,0.15%,1,0.15%,1,1.50%
26,005496,创金合信科技成长股票C,CJHXKJCZGPC,40.7411,,0,2019-04-01,0.9823,0.9823,2020-04-01,1.3825,1.3825,2017-12-28,1,0.00%,,,,
27,005304,嘉实医药健康股票C,JSYYJKGPC,39.7482,,0,2019-04-01,1.0247,1.0247,2020-04-01,1.432,1.432,2017-12-04,1,0.00%,,,,
28,006981,中金新医药股票A,ZJXYYGPA,39.04,,0,2019-05-14,1,1,2020-04-01,1.3904,1.3904,2019-05-14,6,0.15%,1,0.15%,1,1.50%
29,000751,嘉实新兴产业股票,JSXXCYGP,38.9198,,0,2019-04-01,2.333,2.333,2020-04-01,3.241,3.241,2014-09-17,1,0.15%,1,0.15%,1,1.50%
30,001171,工银养老产业股票A,GYYLCYGPA,38.7398,,0,2019-04-01,0.857,0.857,2020-04-01,1.189,1.189,2015-04-28,1,0.15%,1,0.15%,1,1.50%
31,001645,国泰大健康股票A,GTDJKGPA,38.0896,,0,2019-04-01,1.675,1.675,2020-04-01,2.313,2.313,2016-02-03,1,0.15%,1,0.15%,1,1.50%
32,007005,中金新医药股票C,ZJXYYGPC,38.05,,0,2019-05-14,1,1,2020-04-01,1.3805,1.3805,2019-05-14,6,0.00%,,,,
33,001579,国泰大农业股票,GTDNYGP,37.6506,,0,2019-04-01,1.328,1.328,2020-04-01,1.828,1.828,2017-06-15,1,0.15%,1,0.15%,1,1.50%
34,005962,宝盈人工智能股票A,BYRGZNGPA,37.5742,,0,2019-04-01,1.2804,1.2804,2020-04-01,1.7615,1.7615,2018-08-15,1,0.15%,1,0.15%,1,1.50%
35,000418,景顺长城成长之星股票,JSCCCZZXGP,37.1046,,0,2019-04-01,1.865,1.865,2020-04-01,2.557,2.557,2013-12-13,1,0.15%,1,0.15%,1,1.50%
36,000780,鹏华医疗保健股票,PHYLBJGP,36.9672,,0,2019-04-01,1.22,1.22,2020-04-01,1.671,1.671,2014-09-23,1,0.15%,1,0.15%,1,1.50%
37,004997,广发高端制造股票A,GFGDZZGPA,36.7456,,0,2019-04-01,0.8948,0.8948,2020-04-01,1.2236,1.2236,2017-09-01,1,0.15%,1,0.15%,1,1.50%
38,005963,宝盈人工智能股票C,BYRGZNGPC,36.4864,,0,2019-04-01,1.2739,1.2739,2020-04-01,1.7387,1.7387,2018-08-15,1,0.00%,,,,
39,000913,农银医疗保健股票,NYYLBJGP,36.1636,,0,2019-04-01,1.2319,1.2319,2020-04-01,1.6774,1.6774,2015-02-10,1,0.15%,1,0.15%,1,1.50%
40,005310,广发电子信息传媒股票A,GFDZXXCMGPA,35.6002,,0,2019-04-01,0.9264,0.9264,2020-04-01,1.2562,1.2562,2017-12-11,1,0.15%,1,0.15%,1,1.50%
41,161035,富国中证医药主题指数增强A,FGZZYYZTZSZQA,35.2436,,0,2019-04-01,1.047,1.047,2020-04-01,1.416,1.416,2016-11-11,1,0.12%,1,0.12%,1,1.20%
42,002300,长盛医疗行业量化配置股票,CSYLHYLHPZGP,35.2138,,0,2019-04-01,1.099,1.099,2020-04-01,1.486,1.486,2016-02-03,1,0.15%,1,0.15%,1,1.50%
43,512290,国泰中证生物医药ETF,GTZZSWYYETF,35.19,,0,2019-04-18,1,1,2020-04-01,1.3519,1.3519,2019-04-18,,,,,,
44,161726,招商国证生物医药指数(LOF)A,ZSGZSWYYZSLOFA,34.2434,,0,2019-04-01,1.0978,0.7474,2020-04-01,0.9975,0.9847,2015-05-27,1,0.10%,1,0.10%,1,1.00%
45,002980,华夏创新前沿股票,HXCXQYGP,33.9840,,0,2019-04-01,1.127,1.127,2020-04-01,1.51,1.51,2016-09-07,1,0.15%,1,0.15%,1,1.50%
46,006756,国泰中证生物医药ETF联接A,GTZZSWYYETFLJA,33.16,,0,2019-04-16,1,1,2020-04-01,1.3316,1.3316,2019-04-16,1,0.10%,1,0.10%,1,1.00%
47,003956,南方产业智选股票,NFCYZXGP,32.4868,,0,2019-04-01,1.0632,1.0632,2020-04-01,1.4086,1.4086,2017-01-25,1,0.15%,1,0.15%,1,1.50%
48,006757,国泰中证生物医药ETF联接C,GTZZSWYYETFLJC,32.29,,0,2019-04-16,1,1,2020-04-01,1.3229,1.3229,2019-04-16,1,0.00%,,,,
49,002621,中欧消费主题股票A,ZOXFZTGPA,32.0562,,0,2019-04-01,1.566,1.566,2020-04-01,2.068,2.068,2016-07-22,1,0.15%,1,0.15%,1,1.50%
50,001009,上投摩根安全战略股票A,STMGAQZLGPA,31.9958,,0,2019-04-01,0.947,0.947,2020-04-01,1.25,1.25,2015-02-26,1,0.15%,1,0.15%,1,1.50%
51,002697,中欧消费主题股票C,ZOXFZTGPC,31.4921,,0,2019-04-01,1.575,1.575,2020-04-01,2.071,2.071,2016-07-22,1,0.00%,,,,
52,006265,红土创新新科技股票,HTCXXKJGP,31.2416,,0,2019-04-01,1.1856,1.1856,2020-04-01,1.556,1.556,2018-09-14,1,0.15%,1,0.15%,1,1.50%
53,005106,银华农业产业股票发起式A,YHNYCYGPFQSA,30.9614,,0,2019-04-01,1.2451,1.2451,2020-04-01,1.6306,1.6306,2017-09-28,1,0.15%,1,0.15%,1,1.50%
54,005268,鹏华优势企业,PHYSQY,30.7202,,0,2019-04-01,1.0205,1.0205,2020-04-01,1.334,1.334,2017-11-29,1,0.15%,1,0.15%,1,1.50%
55,515000,华宝中证科技龙头ETF,HBZZKJLTETF,30.55,,0,2019-07-22,1,1,2020-04-01,1.3055,1.3055,2019-07-22,,,,,,
56,001975,景顺长城环保优势股票,JSCCHBYSGP,30.5096,,0,2019-04-01,1.57,1.57,2020-04-01,2.049,2.049,2016-03-15,1,0.15%,1,0.15%,1,1.50%
57,519673,银河康乐股票,YHKLGP,30.5062,,0,2019-04-01,1.521,1.521,2020-04-01,1.985,1.985,2014-11-18,1,0.15%,1,0.15%,1,1.50%
58,160424,华安创业板50ETF联接C,HACYB50ETFLJC,30.419,,0,2019-05-21,1.0214,1.0214,2020-04-01,1.3321,1.3321,2019-05-21,1,0.00%,,,,
59,006502,财通集成电路产业股票A,CTJCDLCYGPA,30.0854,,0,2019-04-01,1.0653,1.0653,2020-04-01,1.3858,1.3858,2018-11-29,1,0.15%,1,0.15%,1,1.50%
60,160133,南方天元新产业股票(LOF),NFTYXCYGPLOF,29.6600,,0,2019-04-01,2.441,2.441,2020-04-01,3.165,3.165,2014-07-03,1,0.15%,1,0.15%,1,1.50%
61,161033,富国中证智能汽车(LOF)A,FGZZZNQCLOFA,29.6066,,0,2019-04-01,0.966,0.966,2020-04-01,1.252,1.252,2016-02-16,1,0.12%,1,0.12%,1,1.20%
62,001482,上投摩根新兴服务股票,STMGXXFWGP,29.3233,,0,2019-04-01,1.064,1.064,2020-04-01,1.376,1.376,2015-08-06,1,0.15%,1,0.15%,1,1.50%
63,006503,财通集成电路产业股票C,CTJCDLCYGPC,29.0569,,0,2019-04-01,1.0624,1.0624,2020-04-01,1.3711,1.3711,2018-11-29,1,0.00%,,,,
64,001039,嘉实先进制造股票,JSXJZZGP,28.8942,,0,2019-04-01,0.841,0.841,2020-04-01,1.084,1.084,2015-04-24,1,0.15%,1,0.15%,1,1.50%
65,001692,南方国策动力,NFGCDL,28.8585,,0,2019-04-01,1.095,1.125,2020-04-01,1.411,1.441,2015-08-26,1,0.15%,1,0.15%,1,1.50%
66,501009,汇添富中证生物科技指数A,HTFZZSWKJZSA,28.3811,,0,2019-04-01,1.186,1.186,2020-04-01,1.5226,1.5226,2016-12-22,1,0.10%,1,0.10%,1,1.00%
67,001749,招商中国机遇股票,ZSZGJYGP,28.3417,,0,2019-04-01,0.995,0.995,2020-04-01,1.277,1.277,2018-02-08,1,0.15%,1,0.15%,1,1.50%
68,501010,汇添富中证生物科技指数C,HTFZZSWKJZSC,28.0904,,0,2019-04-01,1.1908,1.1908,2020-04-01,1.5253,1.5253,2016-12-22,1,0.00%,,,,
69,000513,富国高端制造行业股票A,FGGDZZHYGPA,28.0071,,0,2019-04-01,1.696,1.696,2020-04-01,2.171,2.171,2014-06-20,1,0.15%,1,0.15%,1,1.50%
70,006909,华夏战略新兴成指ETF联接A,HXZLXXCZETFLJA,27.86,,0,2019-06-05,1,1,2020-04-01,1.2786,1.2786,2019-06-05,1,0.12%,1,0.12%,1,1.20%
71,006910,华夏战略新兴成指ETF联接C,HXZLXXCZETFLJC,27.55,,0,2019-06-05,1,1,2020-04-01,1.2755,1.2755,2019-06-05,1,0.00%,,,,
72,001541,汇添富民营新动力股票,HTFMYXDLGP,27.1777,,0,2019-04-01,0.861,0.861,2020-04-01,1.095,1.095,2015-08-07,1,0.15%,1,0.15%,1,1.50%
73,001126,上投摩根卓越制造股票A,STMGZYZZGPA,26.7473,,0,2019-04-01,0.744,0.744,2020-04-01,0.943,0.943,2015-04-14,1,0.15%,1,0.15%,1,1.50%
74,000524,上投摩根民生需求股票,STMGMSXQGP,26.5348,,0,2019-04-01,1.466,1.905,2020-04-01,1.855,2.294,2014-03-14,1,0.15%,1,0.15%,1,1.50%
75,005777,广发科技动力股票,GFKJDLGP,25.8962,,0,2019-04-01,1.1075,1.1075,2020-04-01,1.3943,1.3943,2018-05-31,1,0.15%,1,0.15%,1,1.50%
76,162412,华宝医疗ETF联接A,HBYLETFLJA,25.8821,,0,2019-04-01,0.9962,0.4086,2020-04-01,1.2237,0.5143,2015-05-21,1,0.12%,1,0.12%,1,1.20%
77,159966,华夏创蓝筹ETF,HXCLCETF,25.7524,,0,2019-06-14,1.0201,1.0201,2020-04-01,1.2828,1.2828,2019-06-14,,,,,,
78,005112,银华中证全指医药卫生,YHZZQZYYWS,25.6472,,0,2019-04-01,1.2013,1.2013,2020-04-01,1.5094,1.5094,2017-09-28,1,0.12%,1,0.12%,1,1.20%
79,161122,易方达中证万得生物科技指数(LOF)A,YFDZZWDSWKJZSLOFA,25.4420,,0,2019-04-01,1.0909,,2020-04-01,1.3376,,2015-06-03,1,0.10%,1,0.10%,1,1.00%
80,501005,汇添富中证精准医疗指数A,HTFZZJZYLZSA,24.9973,,0,2019-04-01,0.9137,0.9137,2020-04-01,1.1421,1.1421,2016-01-21,1,0.08%,1,0.08%,1,0.80%
81,000996,中银新动力股票A,ZYXDLGPA,24.8796,,0,2019-04-01,0.623,0.623,2020-04-01,0.778,0.778,2015-02-13,1,0.15%,1,0.15%,1,1.50%
82,005983,上投摩根核心精选股票A,STMGHXJXGPA,24.7387,,0,2019-04-01,1.0332,1.0332,2020-04-01,1.2888,1.2888,2018-11-29,1,0.15%,1,0.15%,1,1.50%
83,159967,华夏创成长ETF,HXCCZETF,24.6881,,0,2019-06-21,1.0260,1.0260,2020-04-01,1.2793,1.2793,2019-06-21,,,,,,
84,501006,汇添富中证精准医疗指数C,HTFZZJZYLZSC,24.5874,,0,2019-04-01,0.9029,0.9029,2020-04-01,1.1249,1.1249,2016-01-21,1,0.00%,,,,
85,005620,中欧品质消费股票A,ZOPZXFGPA,24.5728,,0,2019-04-01,1.2758,1.2758,2020-04-01,1.5893,1.5893,2018-02-11,1,0.15%,1,0.15%,1,1.50%
86,003634,嘉实农业产业股票A,JSNYCYGPA,24.5334,,0,2019-04-01,1.1894,1.1894,2020-04-01,1.4812,1.4812,2016-12-07,1,0.15%,1,0.15%,1,1.50%
87,006081,海富通电子传媒股票A,HFTDZCMGPA,24.3774,,0,2019-04-01,1.2167,1.2167,2020-04-01,1.5133,1.5133,2018-12-26,1,0.15%,1,0.15%,1,1.50%
88,005237,银华医疗健康量化优选A,YHYLJKLHYXA,24.1767,,0,2019-04-01,1.0233,1.0233,2020-04-01,1.2707,1.2707,2017-11-09,1,0.15%,1,0.15%,1,1.50%
89,004476,景顺长城沪港深领先科技,JSCCHGSLXKJ,24.1197,,0,2019-04-01,1.136,1.136,2020-04-01,1.41,1.41,2017-07-07,1,0.15%,1,0.15%,1,1.50%
90,005621,中欧品质消费股票C,ZOPZXFGPC,24.0783,,0,2019-04-01,1.2613,1.2613,2020-04-01,1.565,1.565,2018-02-11,1,0.00%,,,,
91,005238,银华医疗健康量化优选C,YHYLJKLHYXC,23.7745,,0,2019-04-01,1.02,1.02,2020-04-01,1.2625,1.2625,2017-11-09,1,0.00%,,,,
92,006080,海富通电子传媒股票C,HFTDZCMGPC,23.6774,,0,2019-04-01,1.2003,1.2003,2020-04-01,1.4845,1.4845,2018-12-26,1,0.00%,,,,
93,001790,国泰智能汽车股票A,GTZNQCGPA,23.5160,,0,2019-04-01,0.876,0.876,2020-04-01,1.082,1.082,2017-08-01,1,0.15%,1,0.15%,1,1.50%
94,000778,鹏华先进制造股票,PHXJZZGP,23.3668,,0,2019-04-01,1.592,1.592,2020-04-01,1.964,1.964,2014-11-04,1,0.15%,1,0.15%,1,1.50%
95,000746,招商行业精选股票基金,ZSHYJXGPJJ,23.2454,,0,2019-04-01,1.781,1.781,2020-04-01,2.195,2.195,2014-09-03,1,0.15%,1,0.15%,1,1.50%
96,502056,广发中证医疗指数(LOF)A,GFZZYLZSLOFA,23.2022,,0,2019-04-01,1.1075,0.7791,2020-04-01,0.9091,0.9435,2015-07-23,1,0.05%,1,0.05%,1,0.50%
97,001319,农银信息传媒股票,NYXXCMGP,23.0853,,0,2019-04-01,0.739,0.739,2020-04-01,0.9096,0.9096,2015-06-24,1,0.15%,1,0.15%,1,1.50%
98,512930,平安人工智能ETF,PARGZNETF,23.07,,0,2019-07-12,1,1,2020-04-01,1.2307,1.2307,2019-07-12,,,,,,
